prolific_id,ramp_orientation,ramp_or_cube,orientation,predicted_further,predicted_direction,response,ramp_color,cube_color,feature,orientation_flip,guess,motion_mechanism,outcome_line,repeat_prior,memory_generic
6670367508b5f9d3de8b288e,backward,ramp,consistent,blue,right,Again... just felt like it. I am not good at observational learning. ,False,False,neither,False,True,False,False,False,False
6670367508b5f9d3de8b288e,backward,ramp,reversed,red,right,No momentum,False,False,neither,False,False,True,False,False,False
6670367508b5f9d3de8b288e,backward,ramp,reversed,blue,right,No momentum,False,False,neither,False,False,True,False,False,False
5fc2f07939c5f20b2e86607f,forward,ramp,consistent,red,right,just a gut feeling,False,False,neither,False,True,False,False,False,False
5fc2f07939c5f20b2e86607f,forward,ramp,consistent,yellow,right,the darker color might not throw as strongly,False,False,neither,False,False,False,False,False,False
5fc2f07939c5f20b2e86607f,forward,ramp,reversed,black,left,not as much force,False,False,neither,False,False,True,False,False,False
5fc2f07939c5f20b2e86607f,forward,ramp,reversed,blue,left,gut feeling,False,False,neither,False,True,False,False,False,False
6687b00fea5aa786440b51d1,forward,ramp,consistent,yellow,right,i considered where the cube ended in the previous imagaes,False,False,neither,False,False,False,False,False,False
6687b00fea5aa786440b51d1,forward,ramp,consistent,red,left,it was based on the previous positions,False,False,neither,False,False,False,False,False,True
6687b00fea5aa786440b51d1,forward,ramp,reversed,blue,left,because of the position,False,False,neither,False,False,False,False,False,False
6687b00fea5aa786440b51d1,forward,ramp,reversed,red,right,red has ended at that side many times,False,True,cube_feature,False,False,False,False,False,False
668ebd73a0deeb3fb92eb098,backward,cube,consistent,blue,right,"I'm not sure which ramp color caused cubes to go further because I wasn't attending to that during the trials. My guess was blue had cubes go further, but I was paying attention to cube color.",True,False,ramp_feature,False,True,False,False,False,False
668ebd73a0deeb3fb92eb098,backward,cube,consistent,red,right,Red cubes made it past the line and black ones didn't. I predicted the red cube ends up further to the right than the black cube.,False,True,cube_feature,False,False,False,True,False,False
668ebd73a0deeb3fb92eb098,backward,cube,reversed,blue,right,I'm not sure if ramp direction matters since it doesn't appear the cubes are running down them. I made my prediction based on colors again assuming blue was correlated with having cubes go further right.,True,False,ramp_feature,False,True,False,False,False,False
668ebd73a0deeb3fb92eb098,backward,cube,reversed,red,right,"Like the last one, I ignored ramp direction and predicted the red cube ending up further to the right since physics didn't seem to play in this. I'm treating it like a logic puzzle more than a physics question.",False,True,cube_feature,False,False,False,False,False,False
6693b774a020c6c2214baea3,forward,cube,consistent,yellow,right,"In my view the cubes are positioned at a 45 degree angle , that will give it descending speed.",False,False,neither,False,False,True,False,False,False
6693b774a020c6c2214baea3,forward,cube,consistent,red,right,The cubes wouldn't have enough speed to cross the line ,False,False,neither,False,False,True,True,False,False
6693b774a020c6c2214baea3,forward,cube,reversed,red,left,This is because the cubes are directed in opposition to the line ,False,False,neither,False,False,False,True,False,False
6693b774a020c6c2214baea3,forward,cube,reversed,yellow,left,The cubes are positioned in opposite direction to the finish line,False,False,neither,True,False,False,True,False,False
66524aa2a82e242800be156b,forward,cube,consistent,red,right,IN MY MIND I JUST IMAGINE THEM SLIDING DOWN AND LANDING LIKE THAT,False,False,neither,False,False,False,False,False,False
66524aa2a82e242800be156b,forward,cube,consistent,yellow,right,I JUST IMAGINEDC THEM SLIDING DOWN AND LANDING LIKE THAT,False,False,neither,False,False,False,False,False,False
66524aa2a82e242800be156b,forward,cube,reversed,black,left,"THE RAMP IS BACKWARDS SO I DONT THINK THAT THEY WILL GO CLOSE TO THE LINE, IN FACT THEYD GO THE OPPOSITE DIRECTION AND SLIDE DOWN THE RAMP",False,False,neither,True,False,True,True,False,False
66524aa2a82e242800be156b,forward,cube,reversed,blue,left,"SAME AS BEFORE, I BELIEVE THEY WOULD STILL SLIDE DOWN THE RAMP AND NOT GO CLOSE TO THE LINES",False,False,neither,False,False,True,False,True,False
654509bce930185adab23a1a,backward,cube,consistent,red,right,i think the red cube is lighter than the black cube,False,True,cube_feature,False,False,True,False,False,False
654509bce930185adab23a1a,backward,cube,consistent,yellow,right,i think the yellow ramp is faster than the blue ramp.,True,False,ramp_feature,False,False,False,False,False,False
654509bce930185adab23a1a,backward,cube,reversed,red,right,red cube is lighter.,False,True,cube_feature,False,False,True,False,False,False
654509bce930185adab23a1a,backward,cube,reversed,yellow,right,yellow ramp is faster,True,False,ramp_feature,False,False,False,False,False,False
56d39b96da2aaa000dab6178,backward,ramp,consistent,black,right,"My intuition was telling me that black cubes usually travel farther, even though I didn't see this specifically during the trials. ",False,True,cube_feature,False,True,False,False,False,False
56d39b96da2aaa000dab6178,backward,ramp,consistent,yellow,right,I felt that yellow ramps lead to cubes travelling farther based on the success rate of previous trials. ,True,False,ramp_feature,False,False,False,False,False,True
56d39b96da2aaa000dab6178,backward,ramp,reversed,yellow,left,Yellow ramps allow for further travel. ,True,False,ramp_feature,False,False,False,False,False,False
56d39b96da2aaa000dab6178,backward,ramp,reversed,black,left,I think black cubes travel farther. The direction of travel was based off of what occurred in earlier trials. ,False,True,cube_feature,False,False,False,False,False,True
5e29dc4721a5f20481c70274,forward,cube,consistent,red,right,The red block is lighter,False,True,cube_feature,False,False,True,False,False,False
